a b c d e f g final.parent
Scaffold230_54508 L5 SCFLD230 54508 Scaffold230 Scaffold230_54508 1 1 abaa
Scaffold248_167607 L5 SCFLD248 167607 Scaffold248 Scaffold248_167607 1 1 bbba
Scaffold248_317357 L5 SCFLD248 317357 Scaffold248 Scaffold248_317357 0 0 aaab
Scaffold2603_13417 L5 SCFLD2603 13417 Scaffold2603 Scaffold2603_13417 1 1 aaab
Scaffold265_120374 L5 SCFLD265 120374 Scaffold265 Scaffold265_120374 0 0 abaa
Scaffold265_130155 L5 SCFLD265 130155 Scaffold265 Scaffold265_130155 1 1 abaa
Scaffold265_134451 L5 SCFLD265 134451 Scaffold265 Scaffold265_134451 0 0 abaa
Scaffold265_163397 L5 SCFLD265 163397 Scaffold265 Scaffold265_163397 0 0 abaa
Scaffold3015_10153 L5 SCFLD3015 10153 Scaffold3015 Scaffold3015_10153 1 1 bbba
Scaffold3454_5663 L5 SCFLD3454 5663 Scaffold3454 Scaffold3454_5663 1 1 abab
Scaffold3454_5678 L5 SCFLD3454 5678 Scaffold3454 Scaffold3454_5678 1 1 bbba
Scaffold358_118460 L5 SCFLD358 118460 Scaffold358 Scaffold358_118460 0 0 abaa
Scaffold358_186934 L5 SCFLD358 186934 Scaffold358 Scaffold358_186934 1 1 abbb
Scaffold362_113394 L5 SCFLD362 113394 Scaffold362 Scaffold362_113394 1 1 abbb
Scaffold362_151098 L5 SCFLD362 151098 Scaffold362 Scaffold362_151098 0 0 aaab
Scaffold362_183808 L5 SCFLD362 183808 Scaffold362 Scaffold362_183808 0 0 aaab
Scaffold362_237594 L5 SCFLD362 237594 Scaffold362 Scaffold362_237594 1 1 aaab
Scaffold374_120383 L5 SCFLD374 120383 Scaffold374 Scaffold374_120383 1 1 bbba
Scaffold374_138908 L5 SCFLD374 138908 Scaffold374 Scaffold374_138908 1 1 abab
Scaffold374_169275 L5 SCFLD374 169275 Scaffold374 Scaffold374_169275 0 0 abab
Scaffold374_226693 L5 SCFLD374 226693 Scaffold374 Scaffold374_226693 0 0 aaab
Scaffold390_189943 L5 SCFLD390 189943 Scaffold390 Scaffold390_189943 1 1 abaa
Scaffold390_223483 L5 SCFLD390 223483 Scaffold390 Scaffold390_223483 0 0 aaab
Scaffold390_256295 L5 SCFLD390 256295 Scaffold390 Scaffold390_256295 0 0 abaa
Scaffold390_83594 L5 SCFLD390 83594 Scaffold390 Scaffold390_83594 0 0 bbba
Scaffold390_91457 L5 SCFLD390 91457 Scaffold390 Scaffold390_91457 1 1 bbba
Scaffold391_753 L5 SCFLD391 753 Scaffold391 Scaffold391_753 1 1 aaab
Scaffold431_183463 L5 SCFLD431 183463 Scaffold431 Scaffold431_183463 0 0 aaab
Scaffold431_205769 L5 SCFLD431 205769 Scaffold431 Scaffold431_205769 1 1 abab
Scaffold431_228866 L5 SCFLD431 228866 Scaffold431 Scaffold431_228866 1 1 bbba
Scaffold446_41974 L5 SCFLD446 41974 Scaffold446 Scaffold446_41974 1 1 abab
Scaffold504_50150 L5 SCFLD504 50150 Scaffold504 Scaffold504_50150 1 1 aaab
Scaffold513_103358 L5 SCFLD513 103358 Scaffold513 Scaffold513_103358 1 1 abaa
Scaffold513_184422 L5 SCFLD513 184422 Scaffold513 Scaffold513_184422 1 1 abab
Scaffold518_19720 L5 SCFLD518 19720 Scaffold518 Scaffold518_19720 1 1 aaab
Scaffold606_101722 L5 SCFLD606 101722 Scaffold606 Scaffold606_101722 1 1 abab
Scaffold606_73905 L5 SCFLD606 73905 Scaffold606 Scaffold606_73905 1 1 abaa
Scaffold607_3126 L5 SCFLD607 3126 Scaffold607 Scaffold607_3126 1 1 abab
Scaffold6590_9443 L5 SCFLD6590 9443 Scaffold6590 Scaffold6590_9443 1 1 bbba
Scaffold6590_9553 L5 SCFLD6590 9553 Scaffold6590 Scaffold6590_9553 1 1 abab
Scaffold674_102195 L5 SCFLD674 102195 Scaffold674 Scaffold674_102195 1 1 abbb
Scaffold674_12711 L5 SCFLD674 12711 Scaffold674 Scaffold674_12711 1 1 abab
Scaffold674_12842 L5 SCFLD674 12842 Scaffold674 Scaffold674_12842 1 1 bbba
Scaffold674_12860 L5 SCFLD674 12860 Scaffold674 Scaffold674_12860 0 0 abaa
Scaffold702_114731 L5 SCFLD702 114731 Scaffold702 Scaffold702_114731 1 1 abab
Scaffold724_55609 L5 SCFLD724 55609 Scaffold724 Scaffold724_55609 1 1 aaab
Scaffold760_75925 L5 SCFLD760 75925 Scaffold760 Scaffold760_75925 1 1 abaa
Scaffold7852_531 L5 SCFLD7852 531 Scaffold7852 Scaffold7852_531 1 1 abab
Scaffold7852_576 L5 SCFLD7852 576 Scaffold7852 Scaffold7852_576 1 1 abaa
Scaffold868_76095 L5 SCFLD868 76095 Scaffold868 Scaffold868_76095 1 1 aaab
Scaffold9859b_34668 L5 SCFLD9859b 34668 Scaffold9859b Scaffold9859b_34668 1 1 abab
Scaffold9969_1104470 L5 SCFLD9969 1104470 Scaffold9969 Scaffold9969_1104470 0 0 aaab
Scaffold9969_1586018 L5 SCFLD9969 1586018 Scaffold9969 Scaffold9969_1586018 1 0 aaab
Scaffold9969_1616519 L5 SCFLD9969 1616519 Scaffold9969 Scaffold9969_1616519 1 1 abaa
Scaffold9969_1647714 L5 SCFLD9969 1647714 Scaffold9969 Scaffold9969_1647714 0 0 aaab
Scaffold9969_487921 L5 SCFLD9969 487921 Scaffold9969 Scaffold9969_487921 1 1 abaa
Scaffold9969_513125 L5 SCFLD9969 513125 Scaffold9969 Scaffold9969_513125 0 0 aaab
Scaffold9969_678860 L5 SCFLD9969 678860 Scaffold9969 Scaffold9969_678860 1 1 bbba
Scaffold9969_917606 L5 SCFLD9969 917606 Scaffold9969 Scaffold9969_917606 0 0 abaa
Scaffold9969_91997 L5 SCFLD9969 91997 Scaffold9969 Scaffold9969_91997 0 0 aaab
Scaffold240_141070 L5 SCFLD240 141070 Scaffold240 Scaffold240_141070 0 0 abaa
Scaffold240_248522 L5 SCFLD240 248522 Scaffold240 Scaffold240_248522 1 1 abab
Scaffold240_249532 L5 SCFLD240 249532 Scaffold240 Scaffold240_249532 1 1 abaa
Scaffold240_25171 L5 SCFLD240 25171 Scaffold240 Scaffold240_25171 0 0 abab
Scaffold240_275399 L5 SCFLD240 275399 Scaffold240 Scaffold240_275399 0 0 abaa
Scaffold240_309760 L5 SCFLD240 309760 Scaffold240 Scaffold240_309760 0 0 abaa
Scaffold240_309809 L5 SCFLD240 309809 Scaffold240 Scaffold240_309809 0 0 abab
Scaffold240_333437 L5 SCFLD240 333437 Scaffold240 Scaffold240_333437 0 0 abaa
Scaffold240_333443 L5 SCFLD240 333443 Scaffold240 Scaffold240_333443 0 0 abab
Scaffold240_334577 L5 SCFLD240 334577 Scaffold240 Scaffold240_334577 0 0 abaa
Scaffold240_334593 L5 SCFLD240 334593 Scaffold240 Scaffold240_334593 0 0 abab
Scaffold3_1070366 L5 SCFLD3 1070366 Scaffold3 Scaffold3_1070366 1 0 aaab
Scaffold3_1094164 L5 SCFLD3 1094164 Scaffold3 Scaffold3_1094164 0 1 aaab
Scaffold3_1110233 L5 SCFLD3 1110233 Scaffold3 Scaffold3_1110233 1 1 abaa
Scaffold3_17199 L5 SCFLD3 17199 Scaffold3 Scaffold3_17199 1 1 abbb
Scaffold3_186545 L5 SCFLD3 186545 Scaffold3 Scaffold3_186545 0 0 aaab
Scaffold3_197729 L5 SCFLD3 197729 Scaffold3 Scaffold3_197729 0 0 aaab
Scaffold3_2242182 L5 SCFLD3 2242182 Scaffold3 Scaffold3_2242182 0 0 aaab
Scaffold3_2334331 L5 SCFLD3 2334331 Scaffold3 Scaffold3_2334331 0 0 aaab
Scaffold3_2367020 L5 SCFLD3 2367020 Scaffold3 Scaffold3_2367020 0 0 aaab
Scaffold3_2753208 L5 SCFLD3 2753208 Scaffold3 Scaffold3_2753208 1 0 bbba
Scaffold3_2885964 L5 SCFLD3 2885964 Scaffold3 Scaffold3_2885964 0 0 bbba
Scaffold3_2885987 L5 SCFLD3 2885987 Scaffold3 Scaffold3_2885987 1 0 abaa
Scaffold3_290702 L5 SCFLD3 290702 Scaffold3 Scaffold3_290702 0 0 aaab
Scaffold3_2975166 L5 SCFLD3 2975166 Scaffold3 Scaffold3_2975166 0 0 bbba
Scaffold3_304396 L5 SCFLD3 304396 Scaffold3 Scaffold3_304396 1 1 abab
Scaffold3_3055275 L5 SCFLD3 3055275 Scaffold3 Scaffold3_3055275 1 1 abab
Scaffold3_3104584 L5 SCFLD3 3104584 Scaffold3 Scaffold3_3104584 0 0 abab
Scaffold3_3390733 L5 SCFLD3 3390733 Scaffold3 Scaffold3_3390733 0 0 aaab
Scaffold3_3390833 L5 SCFLD3 3390833 Scaffold3 Scaffold3_3390833 1 1 abbb
Scaffold3_3459901 L5 SCFLD3 3459901 Scaffold3 Scaffold3_3459901 0 0 abbb
Scaffold3_3569857 L5 SCFLD3 3569857 Scaffold3 Scaffold3_3569857 0 0 bbba
Scaffold3_3580849 L5 SCFLD3 3580849 Scaffold3 Scaffold3_3580849 0 0 aaab
Scaffold3_3688603 L5 SCFLD3 3688603 Scaffold3 Scaffold3_3688603 0 0 abaa
Scaffold3_3700781 L5 SCFLD3 3700781 Scaffold3 Scaffold3_3700781 0 0 abbb
Scaffold3_3712687 L5 SCFLD3 3712687 Scaffold3 Scaffold3_3712687 0 0 abaa
Scaffold3_3797212 L5 SCFLD3 3797212 Scaffold3 Scaffold3_3797212 0 0 aaab
Scaffold3_389342 L5 SCFLD3 389342 Scaffold3 Scaffold3_389342 0 0 abaa
Scaffold3_3897580 L5 SCFLD3 3897580 Scaffold3 Scaffold3_3897580 0 0 abaa
Scaffold3_3935962 L5 SCFLD3 3935962 Scaffold3 Scaffold3_3935962 0 0 aaab
Scaffold3_3988301 L5 SCFLD3 3988301 Scaffold3 Scaffold3_3988301 1 1 bbba
Scaffold3_4011632 L5 SCFLD3 4011632 Scaffold3 Scaffold3_4011632 1 0 abaa
Scaffold3_4016722 L5 SCFLD3 4016722 Scaffold3 Scaffold3_4016722 0 0 abaa
Scaffold3_73230 L5 SCFLD3 73230 Scaffold3 Scaffold3_73230 1 1 aaab
Scaffold9858_1082009 L5 SCFLD9858 1082009 Scaffold9858 Scaffold9858_1082009 1 0 aaab
Scaffold9858_1145778 L5 SCFLD9858 1145778 Scaffold9858 Scaffold9858_1145778 0 0 aaab
Scaffold9858_1158646 L5 SCFLD9858 1158646 Scaffold9858 Scaffold9858_1158646 0 0 abab
Scaffold9858_1278206 L5 SCFLD9858 1278206 Scaffold9858 Scaffold9858_1278206 1 1 abbb
Scaffold9858_1278292 L5 SCFLD9858 1278292 Scaffold9858 Scaffold9858_1278292 0 0 abab
Scaffold9858_1529942 L5 SCFLD9858 1529942 Scaffold9858 Scaffold9858_1529942 0 0 aaab
Scaffold9858_1566904 L5 SCFLD9858 1566904 Scaffold9858 Scaffold9858_1566904 0 0 abaa
Scaffold9858_1636826 L5 SCFLD9858 1636826 Scaffold9858 Scaffold9858_1636826 0 0 aaab
Scaffold9858_1711720 L5 SCFLD9858 1711720 Scaffold9858 Scaffold9858_1711720 0 0 aaab
Scaffold9858_1892868 L5 SCFLD9858 1892868 Scaffold9858 Scaffold9858_1892868 1 0 abaa
Scaffold9858_2128555 L5 SCFLD9858 2128555 Scaffold9858 Scaffold9858_2128555 1 1 bbba
Scaffold9858_223293 L5 SCFLD9858 223293 Scaffold9858 Scaffold9858_223293 1 1 bbba
Scaffold9858_2518438 L5 SCFLD9858 2518438 Scaffold9858 Scaffold9858_2518438 1 0 abaa
Scaffold9858_2569197 L5 SCFLD9858 2569197 Scaffold9858 Scaffold9858_2569197 0 0 aaab
Scaffold9858_290141 L5 SCFLD9858 290141 Scaffold9858 Scaffold9858_290141 0 0 aaab
Scaffold9858_3151867 L5 SCFLD9858 3151867 Scaffold9858 Scaffold9858_3151867 1 1 aaab
Scaffold9858_3311470 L5 SCFLD9858 3311470 Scaffold9858 Scaffold9858_3311470 1 1 abbb
Scaffold9858_605326 L5 SCFLD9858 605326 Scaffold9858 Scaffold9858_605326 0 0 aaab
Scaffold9858_878493 L5 SCFLD9858 878493 Scaffold9858 Scaffold9858_878493 1 1 abab
Scaffold9862_1069921 L5 SCFLD9862 1069921 Scaffold9862 Scaffold9862_1069921 0 0 abaa
Scaffold9862_1107218 L5 SCFLD9862 1107218 Scaffold9862 Scaffold9862_1107218 1 0 aaab
Scaffold9862_1107243 L5 SCFLD9862 1107243 Scaffold9862 Scaffold9862_1107243 0 0 abaa
Scaffold9862_1162443 L5 SCFLD9862 1162443 Scaffold9862 Scaffold9862_1162443 0 0 abab
Scaffold9862_1253529 L5 SCFLD9862 1253529 Scaffold9862 Scaffold9862_1253529 0 0 abaa
Scaffold9862_1492055 L5 SCFLD9862 1492055 Scaffold9862 Scaffold9862_1492055 1 0 abab
Scaffold9862_155933 L5 SCFLD9862 155933 Scaffold9862 Scaffold9862_155933 0 0 abaa
Scaffold9862_1690187 L5 SCFLD9862 1690187 Scaffold9862 Scaffold9862_1690187 1 1 aaab
Scaffold9862_1712364 L5 SCFLD9862 1712364 Scaffold9862 Scaffold9862_1712364 0 0 aaab
Scaffold9862_1781965 L5 SCFLD9862 1781965 Scaffold9862 Scaffold9862_1781965 1 0 abbb
Scaffold9862_1851434 L5 SCFLD9862 1851434 Scaffold9862 Scaffold9862_1851434 0 0 abab
Scaffold9862_2049057 L5 SCFLD9862 2049057 Scaffold9862 Scaffold9862_2049057 0 0 abab
Scaffold9862_2073806 L5 SCFLD9862 2073806 Scaffold9862 Scaffold9862_2073806 0 0 abab
Scaffold9862_2126023 L5 SCFLD9862 2126023 Scaffold9862 Scaffold9862_2126023 0 0 aaab
Scaffold9862_2128205 L5 SCFLD9862 2128205 Scaffold9862 Scaffold9862_2128205 0 0 aaab
Scaffold9862_2205053 L5 SCFLD9862 2205053 Scaffold9862 Scaffold9862_2205053 0 0 abaa
Scaffold9862_2292801 L5 SCFLD9862 2292801 Scaffold9862 Scaffold9862_2292801 1 0 aaab
Scaffold9862_2292973 L5 SCFLD9862 2292973 Scaffold9862 Scaffold9862_2292973 0 0 abaa
Scaffold9862_2438214 L5 SCFLD9862 2438214 Scaffold9862 Scaffold9862_2438214 0 0 abaa
Scaffold9862_2501635 L5 SCFLD9862 2501635 Scaffold9862 Scaffold9862_2501635 1 1 abab
Scaffold9862_2623708 L5 SCFLD9862 2623708 Scaffold9862 Scaffold9862_2623708 0 0 abaa
Scaffold9862_2624872 L5 SCFLD9862 2624872 Scaffold9862 Scaffold9862_2624872 0 0 abaa
Scaffold9862_2778790 L5 SCFLD9862 2778790 Scaffold9862 Scaffold9862_2778790 0 0 aaab
Scaffold9862_2778912 L5 SCFLD9862 2778912 Scaffold9862 Scaffold9862_2778912 0 0 abab
Scaffold9862_2877982 L5 SCFLD9862 2877982 Scaffold9862 Scaffold9862_2877982 1 1 abbb
Scaffold9862_2877996 L5 SCFLD9862 2877996 Scaffold9862 Scaffold9862_2877996 0 0 abab
Scaffold9862_2878058 L5 SCFLD9862 2878058 Scaffold9862 Scaffold9862_2878058 1 1 aaab
Scaffold9862_2931532 L5 SCFLD9862 2931532 Scaffold9862 Scaffold9862_2931532 0 0 abaa
Scaffold9862_2979869 L5 SCFLD9862 2979869 Scaffold9862 Scaffold9862_2979869 0 0 abaa
Scaffold9862_3025840 L5 SCFLD9862 3025840 Scaffold9862 Scaffold9862_3025840 0 0 aaab
Scaffold9862_3029934 L5 SCFLD9862 3029934 Scaffold9862 Scaffold9862_3029934 0 0 aaab
Scaffold9862_482823 L5 SCFLD9862 482823 Scaffold9862 Scaffold9862_482823 0 0 abaa
Scaffold9862_682302 L5 SCFLD9862 682302 Scaffold9862 Scaffold9862_682302 1 1 abab
Scaffold9862_706217 L5 SCFLD9862 706217 Scaffold9862 Scaffold9862_706217 0 0 abab
Scaffold9862_79896 L5 SCFLD9862 79896 Scaffold9862 Scaffold9862_79896 1 1 aaab
Scaffold9862_79933 L5 SCFLD9862 79933 Scaffold9862 Scaffold9862_79933 1 0 abab
Scaffold9862_982385 L5 SCFLD9862 982385 Scaffold9862 Scaffold9862_982385 1 1 abbb
Scaffold9862_998371 L5 SCFLD9862 998371 Scaffold9862 Scaffold9862_998371 0 0 abaa
Scaffold9882_1388207 L5 SCFLD9882 1388207 Scaffold9882 Scaffold9882_1388207 1 1 abbb
Scaffold9882_1408559 L5 SCFLD9882 1408559 Scaffold9882 Scaffold9882_1408559 0 0 abbb
Scaffold9882_1529298 L5 SCFLD9882 1529298 Scaffold9882 Scaffold9882_1529298 0 0 abaa
Scaffold9882_1709008 L5 SCFLD9882 1709008 Scaffold9882 Scaffold9882_1709008 0 0 abab
Scaffold9882_1773544 L5 SCFLD9882 1773544 Scaffold9882 Scaffold9882_1773544 0 0 abaa
Scaffold9882_1827059 L5 SCFLD9882 1827059 Scaffold9882 Scaffold9882_1827059 0 0 abaa
Scaffold9882_1907078 L5 SCFLD9882 1907078 Scaffold9882 Scaffold9882_1907078 1 1 abab
Scaffold9882_1969289 L5 SCFLD9882 1969289 Scaffold9882 Scaffold9882_1969289 0 0 aaab
Scaffold9882_2025639 L5 SCFLD9882 2025639 Scaffold9882 Scaffold9882_2025639 0 0 abab
Scaffold9882_2313785 L5 SCFLD9882 2313785 Scaffold9882 Scaffold9882_2313785 1 1 aaab
Scaffold9882_450611 L5 SCFLD9882 450611 Scaffold9882 Scaffold9882_450611 1 1 aaab
Scaffold9882_566776 L5 SCFLD9882 566776 Scaffold9882 Scaffold9882_566776 0 0 aaab
Scaffold9882_584659 L5 SCFLD9882 584659 Scaffold9882 Scaffold9882_584659 1 1 abab
Scaffold9882_709495 L5 SCFLD9882 709495 Scaffold9882 Scaffold9882_709495 0 0 abaa
Scaffold9882_717315 L5 SCFLD9882 717315 Scaffold9882 Scaffold9882_717315 0 0 abaa
Scaffold9882_805565 L5 SCFLD9882 805565 Scaffold9882 Scaffold9882_805565 1 0 abbb
Scaffold9882_989717 L5 SCFLD9882 989717 Scaffold9882 Scaffold9882_989717 0 0 abaa
Scaffold9914_1007087 L5 SCFLD9914 1007087 Scaffold9914 Scaffold9914_1007087 1 1 abab
Scaffold9914_1353236 L5 SCFLD9914 1353236 Scaffold9914 Scaffold9914_1353236 0 0 aaab
Scaffold9914_177795 L5 SCFLD9914 177795 Scaffold9914 Scaffold9914_177795 0 0 abaa
Scaffold9914_1841384 L5 SCFLD9914 1841384 Scaffold9914 Scaffold9914_1841384 1 1 abbb
Scaffold9914_1980230 L5 SCFLD9914 1980230 Scaffold9914 Scaffold9914_1980230 1 1 bbba
Scaffold9914_2037191 L5 SCFLD9914 2037191 Scaffold9914 Scaffold9914_2037191 0 0 aaab
Scaffold9914_2052337 L5 SCFLD9914 2052337 Scaffold9914 Scaffold9914_2052337 0 0 aaab
Scaffold9914_2571 L5 SCFLD9914 2571 Scaffold9914 Scaffold9914_2571 0 0 aaab
Scaffold9914_302771 L5 SCFLD9914 302771 Scaffold9914 Scaffold9914_302771 1 0 bbba
Scaffold9914_498109 L5 SCFLD9914 498109 Scaffold9914 Scaffold9914_498109 0 0 abaa
Scaffold9914_545929 L5 SCFLD9914 545929 Scaffold9914 Scaffold9914_545929 0 0 abaa
Scaffold9914_668734 L5 SCFLD9914 668734 Scaffold9914 Scaffold9914_668734 1 1 abbb
Scaffold9914_942885 L5 SCFLD9914 942885 Scaffold9914 Scaffold9914_942885 0 0 bbba
Scaffold9914_946831 L5 SCFLD9914 946831 Scaffold9914 Scaffold9914_946831 0 0 bbba
Scaffold9914_952993 L5 SCFLD9914 952993 Scaffold9914 Scaffold9914_952993 0 0 bbba
Scaffold9914_978383 L5 SCFLD9914 978383 Scaffold9914 Scaffold9914_978383 1 1 bbba
Scaffold9959_1065349 L5 SCFLD9959 1065349 Scaffold9959 Scaffold9959_1065349 1 0 abaa
Scaffold9959_108681 L5 SCFLD9959 108681 Scaffold9959 Scaffold9959_108681 0 0 abab
Scaffold9959_1163886 L5 SCFLD9959 1163886 Scaffold9959 Scaffold9959_1163886 1 1 abab
Scaffold9959_1805501 L5 SCFLD9959 1805501 Scaffold9959 Scaffold9959_1805501 1 1 abaa
Scaffold9959_314382 L5 SCFLD9959 314382 Scaffold9959 Scaffold9959_314382 0 0 abbb
Scaffold9959_376267 L5 SCFLD9959 376267 Scaffold9959 Scaffold9959_376267 1 1 abbb
Scaffold9959_732482 L5 SCFLD9959 732482 Scaffold9959 Scaffold9959_732482 0 0 abaa
Scaffold9959_75023 L5 SCFLD9959 75023 Scaffold9959 Scaffold9959_75023 0 0 abaa
Scaffold9959_75035 L5 SCFLD9959 75035 Scaffold9959 Scaffold9959_75035 1 0 aaab
Scaffold9959_75042 L5 SCFLD9959 75042 Scaffold9959 Scaffold9959_75042 1 1 abab
Scaffold9959_794048 L5 SCFLD9959 794048 Scaffold9959 Scaffold9959_794048 1 1 bbba
Scaffold9959_981929 L5 SCFLD9959 981929 Scaffold9959 Scaffold9959_981929 0 0 aaab
Scaffold9967_1029795 L5 SCFLD9967 1029795 Scaffold9967 Scaffold9967_1029795 0 0 aaab
Scaffold9967_1045696 L5 SCFLD9967 1045696 Scaffold9967 Scaffold9967_1045696 0 0 aaab
Scaffold9967_1078369 L5 SCFLD9967 1078369 Scaffold9967 Scaffold9967_1078369 1 1 abab
Scaffold9967_1269086 L5 SCFLD9967 1269086 Scaffold9967 Scaffold9967_1269086 0 0 abab
Scaffold9967_1304152 L5 SCFLD9967 1304152 Scaffold9967 Scaffold9967_1304152 0 0 abbb
Scaffold9967_1401618 L5 SCFLD9967 1401618 Scaffold9967 Scaffold9967_1401618 1 1 abbb
Scaffold9967_1401622 L5 SCFLD9967 1401622 Scaffold9967 Scaffold9967_1401622 1 1 aaab
Scaffold9967_1484014 L5 SCFLD9967 1484014 Scaffold9967 Scaffold9967_1484014 0 0 aaab
Scaffold9967_1499403 L5 SCFLD9967 1499403 Scaffold9967 Scaffold9967_1499403 0 0 aaab
Scaffold9967_1510534 L5 SCFLD9967 1510534 Scaffold9967 Scaffold9967_1510534 0 0 aaab
Scaffold9967_157028 L5 SCFLD9967 157028 Scaffold9967 Scaffold9967_157028 1 0 abab
Scaffold9967_246299 L5 SCFLD9967 246299 Scaffold9967 Scaffold9967_246299 0 0 abaa
Scaffold9967_331500 L5 SCFLD9967 331500 Scaffold9967 Scaffold9967_331500 1 1 abbb
Scaffold9967_952932 L5 SCFLD9967 952932 Scaffold9967 Scaffold9967_952932 0 0 abab
Scaffold10008_173719 L6 SCFLD10008 173719 Scaffold10008 Scaffold10008_173719 1 1 abaa
Scaffold10008_611215 L6 SCFLD10008 611215 Scaffold10008 Scaffold10008_611215 1 1 abab
Scaffold10008_731982 L6 SCFLD10008 731982 Scaffold10008 Scaffold10008_731982 0 0 aaab
Scaffold10008_821612 L6 SCFLD10008 821612 Scaffold10008 Scaffold10008_821612 1 1 bbba
Scaffold10008_917778 L6 SCFLD10008 917778 Scaffold10008 Scaffold10008_917778 0 0 aaab
Scaffold10012_1150143 L6 SCFLD10012 1150143 Scaffold10012 Scaffold10012_1150143 0 0 bbba
Scaffold10012_1224967 L6 SCFLD10012 1224967 Scaffold10012 Scaffold10012_1224967 1 1 bbba
Scaffold10012_1256522 L6 SCFLD10012 1256522 Scaffold10012 Scaffold10012_1256522 0 0 aaab
Scaffold10012_1416497 L6 SCFLD10012 1416497 Scaffold10012 Scaffold10012_1416497 0 0 aaab
Scaffold10012_483742 L6 SCFLD10012 483742 Scaffold10012 Scaffold10012_483742 1 1 abaa
Scaffold1107_64947 L6 SCFLD1107 64947 Scaffold1107 Scaffold1107_64947 1 1 aaab
Scaffold1112_5162 L6 SCFLD1112 5162 Scaffold1112 Scaffold1112_5162 1 1 abab
Scaffold1192_24333 L6 SCFLD1192 24333 Scaffold1192 Scaffold1192_24333 0 0 aaab
Scaffold1192_46054 L6 SCFLD1192 46054 Scaffold1192 Scaffold1192_46054 1 1 aaab
Scaffold1192_46108 L6 SCFLD1192 46108 Scaffold1192 Scaffold1192_46108 1 1 abbb
Scaffold1215_28737 L6 SCFLD1215 28737 Scaffold1215 Scaffold1215_28737 1 1 aaab
Scaffold1247_14480 L6 SCFLD1247 14480 Scaffold1247 Scaffold1247_14480 1 1 abab
Scaffold1247_38591 L6 SCFLD1247 38591 Scaffold1247 Scaffold1247_38591 1 1 abaa
Scaffold1247_38614 L6 SCFLD1247 38614 Scaffold1247 Scaffold1247_38614 1 1 bbba
Scaffold1350_6016 L6 SCFLD1350 6016 Scaffold1350 Scaffold1350_6016 1 1 bbba
Scaffold1440_35776 L6 SCFLD1440 35776 Scaffold1440 Scaffold1440_35776 1 1 abbb
Scaffold151_253761 L6 SCFLD151 253761 Scaffold151 Scaffold151_253761 1 1 abaa
Scaffold151_404488 L6 SCFLD151 404488 Scaffold151 Scaffold151_404488 0 0 aaab
Scaffold151_407671 L6 SCFLD151 407671 Scaffold151 Scaffold151_407671 1 1 bbba
Scaffold159_160765 L6 SCFLD159 160765 Scaffold159 Scaffold159_160765 1 1 aaab
Scaffold159_333243 L6 SCFLD159 333243 Scaffold159 Scaffold159_333243 0 0 aaab
Scaffold159_499652 L6 SCFLD159 499652 Scaffold159 Scaffold159_499652 0 0 abab
Scaffold159_76111 L6 SCFLD159 76111 Scaffold159 Scaffold159_76111 1 1 abab
Scaffold159_98825 L6 SCFLD159 98825 Scaffold159 Scaffold159_98825 0 0 aaab
Scaffold161_151257 L6 SCFLD161 151257 Scaffold161 Scaffold161_151257 1 1 aaab
Scaffold161_235464 L6 SCFLD161 235464 Scaffold161 Scaffold161_235464 1 1 abaa
Scaffold161_312315 L6 SCFLD161 312315 Scaffold161 Scaffold161_312315 0 0 abaa
Scaffold1682_19289 L6 SCFLD1682 19289 Scaffold1682 Scaffold1682_19289 1 1 abbb
Scaffold1755_19119 L6 SCFLD1755 19119 Scaffold1755 Scaffold1755_19119 1 1 aaab
Scaffold1755_19232 L6 SCFLD1755 19232 Scaffold1755 Scaffold1755_19232 1 1 abab
Scaffold1755_19275 L6 SCFLD1755 19275 Scaffold1755 Scaffold1755_19275 1 1 abaa
Scaffold1974_10997 L6 SCFLD1974 10997 Scaffold1974 Scaffold1974_10997 1 1 abaa
Scaffold1994_13255 L6 SCFLD1994 13255 Scaffold1994 Scaffold1994_13255 1 1 aaab
Scaffold211_135717 L6 SCFLD211 135717 Scaffold211 Scaffold211_135717 0 0 abaa
Scaffold211_23477 L6 SCFLD211 23477 Scaffold211 Scaffold211_23477 0 0 abaa
Scaffold211_350054 L6 SCFLD211 350054 Scaffold211 Scaffold211_350054 1 1 abab
Scaffold211_39689 L6 SCFLD211 39689 Scaffold211 Scaffold211_39689 1 1 abbb
Scaffold2173_4683 L6 SCFLD2173 4683 Scaffold2173 Scaffold2173_4683 1 1 bbba
Scaffold2173_8242 L6 SCFLD2173 8242 Scaffold2173 Scaffold2173_8242 0 0 aaab
Scaffold233_103064 L6 SCFLD233 103064 Scaffold233 Scaffold233_103064 1 1 aaab
Scaffold2360_9460 L6 SCFLD2360 9460 Scaffold2360 Scaffold2360_9460 1 1 abab
Scaffold238_206924 L6 SCFLD238 206924 Scaffold238 Scaffold238_206924 0 0 abab
Scaffold238_25966 L6 SCFLD238 25966 Scaffold238 Scaffold238_25966 0 0 aaab
Scaffold238_25979 L6 SCFLD238 25979 Scaffold238 Scaffold238_25979 1 1 abbb
Scaffold238_317999 L6 SCFLD238 317999 Scaffold238 Scaffold238_317999 1 1 abab
Scaffold238_367007 L6 SCFLD238 367007 Scaffold238 Scaffold238_367007 0 0 aaab
Scaffold238_426010 L6 SCFLD238 426010 Scaffold238 Scaffold238_426010 1 1 bbba
