"a" "b" "c" "d" "e"
"4380" "L4" "SCFLD9939" 1077286 "Scaffold9939" "Scaffold9939_1077286"
"4381" "L4" "SCFLD9939" 1077304 "Scaffold9939" "Scaffold9939_1077304"
"4382" "L4" "SCFLD9939" 1118387 "Scaffold9939" "Scaffold9939_1118387"
"4383" "L4" "SCFLD9939" 126872 "Scaffold9939" "Scaffold9939_126872"
"4384" "L4" "SCFLD9939" 13069 "Scaffold9939" "Scaffold9939_13069"
"4385" "L4" "SCFLD9939" 1313436 "Scaffold9939" "Scaffold9939_1313436"
"4386" "L4" "SCFLD9939" 1639689 "Scaffold9939" "Scaffold9939_1639689"
"4387" "L4" "SCFLD9939" 1685502 "Scaffold9939" "Scaffold9939_1685502"
"4388" "L4" "SCFLD9939" 24877 "Scaffold9939" "Scaffold9939_24877"
"4389" "L4" "SCFLD9939" 249621 "Scaffold9939" "Scaffold9939_249621"
"4390" "L4" "SCFLD9939" 249645 "Scaffold9939" "Scaffold9939_249645"
"4391" "L4" "SCFLD9939" 707358 "Scaffold9939" "Scaffold9939_707358"
"4392" "L4" "SCFLD9939" 724576 "Scaffold9939" "Scaffold9939_724576"
"4393" "L4" "SCFLD9939" 724678 "Scaffold9939" "Scaffold9939_724678"
"4394" "L4" "SCFLD9939" 728923 "Scaffold9939" "Scaffold9939_728923"
"4395" "L4" "SCFLD9939" 728930 "Scaffold9939" "Scaffold9939_728930"
"4396" "L4" "SCFLD9939" 772756 "Scaffold9939" "Scaffold9939_772756"
"4397" "L4" "SCFLD9939" 945516 "Scaffold9939" "Scaffold9939_945516"
"4398" "L4" "SCFLD9954" 1009642 "Scaffold9954" "Scaffold9954_1009642"
"4399" "L4" "SCFLD9954" 134579 "Scaffold9954" "Scaffold9954_134579"
"4400" "L4" "SCFLD9954" 260566 "Scaffold9954" "Scaffold9954_260566"
"4401" "L4" "SCFLD9954" 260590 "Scaffold9954" "Scaffold9954_260590"
"4402" "L4" "SCFLD9954" 316402 "Scaffold9954" "Scaffold9954_316402"
"4403" "L4" "SCFLD9954" 349199 "Scaffold9954" "Scaffold9954_349199"
"4404" "L4" "SCFLD9954" 349371 "Scaffold9954" "Scaffold9954_349371"
"4405" "L4" "SCFLD9954" 379014 "Scaffold9954" "Scaffold9954_379014"
"4406" "L4" "SCFLD9954" 525303 "Scaffold9954" "Scaffold9954_525303"
"4407" "L4" "SCFLD9954" 63083 "Scaffold9954" "Scaffold9954_63083"
"4408" "L4" "SCFLD9954" 652036 "Scaffold9954" "Scaffold9954_652036"
"4409" "L4" "SCFLD9954" 784227 "Scaffold9954" "Scaffold9954_784227"
"4410" "L4" "SCFLD9954" 94607 "Scaffold9954" "Scaffold9954_94607"
"4411" "L4" "SCFLD9954" 94753 "Scaffold9954" "Scaffold9954_94753"
"4412" "L4" "SCFLD9954" 99575 "Scaffold9954" "Scaffold9954_99575"
"4413" "L5" "SCFLD1298" 24475 "Scaffold1298" "Scaffold1298_24475"
"4414" "L5" "SCFLD1561" 1286 "Scaffold1561" "Scaffold1561_1286"
"4415" "L5" "SCFLD1561" 3313 "Scaffold1561" "Scaffold1561_3313"
"4416" "L5" "SCFLD1579" 29409 "Scaffold1579" "Scaffold1579_29409"
"4417" "L5" "SCFLD1579" 29422 "Scaffold1579" "Scaffold1579_29422"
"4418" "L5" "SCFLD1637" 1364 "Scaffold1637" "Scaffold1637_1364"
"4419" "L5" "SCFLD1798" 21537 "Scaffold1798" "Scaffold1798_21537"
"4420" "L5" "SCFLD183" 79940 "Scaffold183" "Scaffold183_79940"
"4421" "L5" "SCFLD187" 105982 "Scaffold187" "Scaffold187_105982"
"4422" "L5" "SCFLD187" 106018 "Scaffold187" "Scaffold187_106018"
"4423" "L5" "SCFLD187" 146088 "Scaffold187" "Scaffold187_146088"
"4424" "L5" "SCFLD187" 21115 "Scaffold187" "Scaffold187_21115"
"4425" "L5" "SCFLD187" 419880 "Scaffold187" "Scaffold187_419880"
"4426" "L5" "SCFLD2294" 9999 "Scaffold2294" "Scaffold2294_9999"
"4427" "L5" "SCFLD230" 54508 "Scaffold230" "Scaffold230_54508"
"4428" "L5" "SCFLD248" 167607 "Scaffold248" "Scaffold248_167607"
"4429" "L5" "SCFLD248" 317357 "Scaffold248" "Scaffold248_317357"
"4430" "L5" "SCFLD2603" 13417 "Scaffold2603" "Scaffold2603_13417"
"4431" "L5" "SCFLD265" 120374 "Scaffold265" "Scaffold265_120374"
"4432" "L5" "SCFLD265" 130155 "Scaffold265" "Scaffold265_130155"
"4433" "L5" "SCFLD265" 134451 "Scaffold265" "Scaffold265_134451"
"4434" "L5" "SCFLD265" 163397 "Scaffold265" "Scaffold265_163397"
"4435" "L5" "SCFLD3015" 10153 "Scaffold3015" "Scaffold3015_10153"
"4436" "L5" "SCFLD3454" 5663 "Scaffold3454" "Scaffold3454_5663"
"4437" "L5" "SCFLD3454" 5678 "Scaffold3454" "Scaffold3454_5678"
"4438" "L5" "SCFLD358" 118460 "Scaffold358" "Scaffold358_118460"
"4439" "L5" "SCFLD358" 186934 "Scaffold358" "Scaffold358_186934"
"4440" "L5" "SCFLD362" 113394 "Scaffold362" "Scaffold362_113394"
"4441" "L5" "SCFLD362" 151098 "Scaffold362" "Scaffold362_151098"
"4442" "L5" "SCFLD362" 183808 "Scaffold362" "Scaffold362_183808"
"4443" "L5" "SCFLD362" 237594 "Scaffold362" "Scaffold362_237594"
"4444" "L5" "SCFLD374" 120383 "Scaffold374" "Scaffold374_120383"
"4445" "L5" "SCFLD374" 138908 "Scaffold374" "Scaffold374_138908"
"4446" "L5" "SCFLD374" 169275 "Scaffold374" "Scaffold374_169275"
"4447" "L5" "SCFLD374" 226693 "Scaffold374" "Scaffold374_226693"
"4448" "L5" "SCFLD390" 189943 "Scaffold390" "Scaffold390_189943"
"4449" "L5" "SCFLD390" 223483 "Scaffold390" "Scaffold390_223483"
"4450" "L5" "SCFLD390" 256295 "Scaffold390" "Scaffold390_256295"
"4451" "L5" "SCFLD390" 83594 "Scaffold390" "Scaffold390_83594"
"4452" "L5" "SCFLD390" 91457 "Scaffold390" "Scaffold390_91457"
"4453" "L5" "SCFLD391" 753 "Scaffold391" "Scaffold391_753"
"4454" "L5" "SCFLD431" 183463 "Scaffold431" "Scaffold431_183463"
"4455" "L5" "SCFLD431" 205769 "Scaffold431" "Scaffold431_205769"
"4456" "L5" "SCFLD431" 228866 "Scaffold431" "Scaffold431_228866"
"4457" "L5" "SCFLD446" 41974 "Scaffold446" "Scaffold446_41974"
"4458" "L5" "SCFLD504" 50150 "Scaffold504" "Scaffold504_50150"
"4459" "L5" "SCFLD513" 103358 "Scaffold513" "Scaffold513_103358"
"4460" "L5" "SCFLD513" 184422 "Scaffold513" "Scaffold513_184422"
"4461" "L5" "SCFLD518" 19720 "Scaffold518" "Scaffold518_19720"
"4462" "L5" "SCFLD606" 101722 "Scaffold606" "Scaffold606_101722"
"4463" "L5" "SCFLD606" 73905 "Scaffold606" "Scaffold606_73905"
"4464" "L5" "SCFLD607" 3126 "Scaffold607" "Scaffold607_3126"
"4465" "L5" "SCFLD6590" 9443 "Scaffold6590" "Scaffold6590_9443"
"4466" "L5" "SCFLD6590" 9553 "Scaffold6590" "Scaffold6590_9553"
"4467" "L5" "SCFLD674" 102195 "Scaffold674" "Scaffold674_102195"
"4468" "L5" "SCFLD674" 12711 "Scaffold674" "Scaffold674_12711"
"4469" "L5" "SCFLD674" 12842 "Scaffold674" "Scaffold674_12842"
"4470" "L5" "SCFLD674" 12860 "Scaffold674" "Scaffold674_12860"
"4471" "L5" "SCFLD702" 114731 "Scaffold702" "Scaffold702_114731"
"4472" "L5" "SCFLD724" 55609 "Scaffold724" "Scaffold724_55609"
"4473" "L5" "SCFLD760" 75925 "Scaffold760" "Scaffold760_75925"
"4474" "L5" "SCFLD7852" 531 "Scaffold7852" "Scaffold7852_531"
"4475" "L5" "SCFLD7852" 576 "Scaffold7852" "Scaffold7852_576"
"4476" "L5" "SCFLD868" 76095 "Scaffold868" "Scaffold868_76095"
"4477" "L5" "SCFLD9859b" 34668 "Scaffold9859b" "Scaffold9859b_34668"
"4478" "L5" "SCFLD9969" 1104470 "Scaffold9969" "Scaffold9969_1104470"
"4479" "L5" "SCFLD9969" 1586018 "Scaffold9969" "Scaffold9969_1586018"
"4480" "L5" "SCFLD9969" 1616519 "Scaffold9969" "Scaffold9969_1616519"
"4481" "L5" "SCFLD9969" 1647714 "Scaffold9969" "Scaffold9969_1647714"
"4482" "L5" "SCFLD9969" 487921 "Scaffold9969" "Scaffold9969_487921"
"4483" "L5" "SCFLD9969" 513125 "Scaffold9969" "Scaffold9969_513125"
"4484" "L5" "SCFLD9969" 678860 "Scaffold9969" "Scaffold9969_678860"
"4485" "L5" "SCFLD9969" 917606 "Scaffold9969" "Scaffold9969_917606"
"4486" "L5" "SCFLD9969" 91997 "Scaffold9969" "Scaffold9969_91997"
"4487" "L5" "SCFLD240" 141070 "Scaffold240" "Scaffold240_141070"
"4488" "L5" "SCFLD240" 248522 "Scaffold240" "Scaffold240_248522"
"4489" "L5" "SCFLD240" 249532 "Scaffold240" "Scaffold240_249532"
"4490" "L5" "SCFLD240" 25171 "Scaffold240" "Scaffold240_25171"
"4491" "L5" "SCFLD240" 275399 "Scaffold240" "Scaffold240_275399"
"4492" "L5" "SCFLD240" 309760 "Scaffold240" "Scaffold240_309760"
"4493" "L5" "SCFLD240" 309809 "Scaffold240" "Scaffold240_309809"
"4494" "L5" "SCFLD240" 333437 "Scaffold240" "Scaffold240_333437"
"4495" "L5" "SCFLD240" 333443 "Scaffold240" "Scaffold240_333443"
"4496" "L5" "SCFLD240" 334577 "Scaffold240" "Scaffold240_334577"
"4497" "L5" "SCFLD240" 334593 "Scaffold240" "Scaffold240_334593"
"4498" "L5" "SCFLD3" 1070366 "Scaffold3" "Scaffold3_1070366"
"4499" "L5" "SCFLD3" 1094164 "Scaffold3" "Scaffold3_1094164"
"4500" "L5" "SCFLD3" 1110233 "Scaffold3" "Scaffold3_1110233"
"4501" "L5" "SCFLD3" 17199 "Scaffold3" "Scaffold3_17199"
"4502" "L5" "SCFLD3" 186545 "Scaffold3" "Scaffold3_186545"
"4503" "L5" "SCFLD3" 197729 "Scaffold3" "Scaffold3_197729"
"4504" "L5" "SCFLD3" 2242182 "Scaffold3" "Scaffold3_2242182"
"4505" "L5" "SCFLD3" 2334331 "Scaffold3" "Scaffold3_2334331"
"4506" "L5" "SCFLD3" 2367020 "Scaffold3" "Scaffold3_2367020"
"4507" "L5" "SCFLD3" 2753208 "Scaffold3" "Scaffold3_2753208"
"4508" "L5" "SCFLD3" 2885964 "Scaffold3" "Scaffold3_2885964"
"4509" "L5" "SCFLD3" 2885987 "Scaffold3" "Scaffold3_2885987"
"4510" "L5" "SCFLD3" 290702 "Scaffold3" "Scaffold3_290702"
"4511" "L5" "SCFLD3" 2975166 "Scaffold3" "Scaffold3_2975166"
"4512" "L5" "SCFLD3" 304396 "Scaffold3" "Scaffold3_304396"
"4513" "L5" "SCFLD3" 3055275 "Scaffold3" "Scaffold3_3055275"
"4514" "L5" "SCFLD3" 3104584 "Scaffold3" "Scaffold3_3104584"
"4515" "L5" "SCFLD3" 3390733 "Scaffold3" "Scaffold3_3390733"
"4516" "L5" "SCFLD3" 3390833 "Scaffold3" "Scaffold3_3390833"
"4517" "L5" "SCFLD3" 3459901 "Scaffold3" "Scaffold3_3459901"
"4518" "L5" "SCFLD3" 3569857 "Scaffold3" "Scaffold3_3569857"
"4519" "L5" "SCFLD3" 3580849 "Scaffold3" "Scaffold3_3580849"
"4520" "L5" "SCFLD3" 3688603 "Scaffold3" "Scaffold3_3688603"
"4521" "L5" "SCFLD3" 3700781 "Scaffold3" "Scaffold3_3700781"
"4522" "L5" "SCFLD3" 3712687 "Scaffold3" "Scaffold3_3712687"
"4523" "L5" "SCFLD3" 3797212 "Scaffold3" "Scaffold3_3797212"
"4524" "L5" "SCFLD3" 389342 "Scaffold3" "Scaffold3_389342"
"4525" "L5" "SCFLD3" 3897580 "Scaffold3" "Scaffold3_3897580"
"4526" "L5" "SCFLD3" 3935962 "Scaffold3" "Scaffold3_3935962"
"4527" "L5" "SCFLD3" 3988301 "Scaffold3" "Scaffold3_3988301"
"4528" "L5" "SCFLD3" 4011632 "Scaffold3" "Scaffold3_4011632"
"4529" "L5" "SCFLD3" 4016722 "Scaffold3" "Scaffold3_4016722"
"4530" "L5" "SCFLD3" 73230 "Scaffold3" "Scaffold3_73230"
"4531" "L5" "SCFLD9858" 1082009 "Scaffold9858" "Scaffold9858_1082009"
"4532" "L5" "SCFLD9858" 1145778 "Scaffold9858" "Scaffold9858_1145778"
"4533" "L5" "SCFLD9858" 1158646 "Scaffold9858" "Scaffold9858_1158646"
"4534" "L5" "SCFLD9858" 1278206 "Scaffold9858" "Scaffold9858_1278206"
"4535" "L5" "SCFLD9858" 1278292 "Scaffold9858" "Scaffold9858_1278292"
"4536" "L5" "SCFLD9858" 1529942 "Scaffold9858" "Scaffold9858_1529942"
"4537" "L5" "SCFLD9858" 1566904 "Scaffold9858" "Scaffold9858_1566904"
"4538" "L5" "SCFLD9858" 1636826 "Scaffold9858" "Scaffold9858_1636826"
"4539" "L5" "SCFLD9858" 1711720 "Scaffold9858" "Scaffold9858_1711720"
"4540" "L5" "SCFLD9858" 1892868 "Scaffold9858" "Scaffold9858_1892868"
"4541" "L5" "SCFLD9858" 2128555 "Scaffold9858" "Scaffold9858_2128555"
"4542" "L5" "SCFLD9858" 223293 "Scaffold9858" "Scaffold9858_223293"
"4543" "L5" "SCFLD9858" 2518438 "Scaffold9858" "Scaffold9858_2518438"
"4544" "L5" "SCFLD9858" 2569197 "Scaffold9858" "Scaffold9858_2569197"
"4545" "L5" "SCFLD9858" 290141 "Scaffold9858" "Scaffold9858_290141"
"4546" "L5" "SCFLD9858" 3151867 "Scaffold9858" "Scaffold9858_3151867"
"4547" "L5" "SCFLD9858" 3311470 "Scaffold9858" "Scaffold9858_3311470"
"4548" "L5" "SCFLD9858" 605326 "Scaffold9858" "Scaffold9858_605326"
"4549" "L5" "SCFLD9858" 878493 "Scaffold9858" "Scaffold9858_878493"
"4550" "L5" "SCFLD9862" 1069921 "Scaffold9862" "Scaffold9862_1069921"
"4551" "L5" "SCFLD9862" 1107218 "Scaffold9862" "Scaffold9862_1107218"
"4552" "L5" "SCFLD9862" 1107243 "Scaffold9862" "Scaffold9862_1107243"
"4553" "L5" "SCFLD9862" 1162443 "Scaffold9862" "Scaffold9862_1162443"
"4554" "L5" "SCFLD9862" 1253529 "Scaffold9862" "Scaffold9862_1253529"
"4555" "L5" "SCFLD9862" 1492055 "Scaffold9862" "Scaffold9862_1492055"
"4556" "L5" "SCFLD9862" 155933 "Scaffold9862" "Scaffold9862_155933"
"4557" "L5" "SCFLD9862" 1690187 "Scaffold9862" "Scaffold9862_1690187"
"4558" "L5" "SCFLD9862" 1712364 "Scaffold9862" "Scaffold9862_1712364"
"4559" "L5" "SCFLD9862" 1781965 "Scaffold9862" "Scaffold9862_1781965"
"4560" "L5" "SCFLD9862" 1851434 "Scaffold9862" "Scaffold9862_1851434"
"4561" "L5" "SCFLD9862" 2049057 "Scaffold9862" "Scaffold9862_2049057"
"4562" "L5" "SCFLD9862" 2073806 "Scaffold9862" "Scaffold9862_2073806"
"4563" "L5" "SCFLD9862" 2126023 "Scaffold9862" "Scaffold9862_2126023"
"4564" "L5" "SCFLD9862" 2128205 "Scaffold9862" "Scaffold9862_2128205"
"4565" "L5" "SCFLD9862" 2205053 "Scaffold9862" "Scaffold9862_2205053"
"4566" "L5" "SCFLD9862" 2292801 "Scaffold9862" "Scaffold9862_2292801"
"4567" "L5" "SCFLD9862" 2292973 "Scaffold9862" "Scaffold9862_2292973"
"4568" "L5" "SCFLD9862" 2438214 "Scaffold9862" "Scaffold9862_2438214"
"4569" "L5" "SCFLD9862" 2501635 "Scaffold9862" "Scaffold9862_2501635"
"4570" "L5" "SCFLD9862" 2623708 "Scaffold9862" "Scaffold9862_2623708"
"4571" "L5" "SCFLD9862" 2624872 "Scaffold9862" "Scaffold9862_2624872"
"4572" "L5" "SCFLD9862" 2778790 "Scaffold9862" "Scaffold9862_2778790"
"4573" "L5" "SCFLD9862" 2778912 "Scaffold9862" "Scaffold9862_2778912"
"4574" "L5" "SCFLD9862" 2877982 "Scaffold9862" "Scaffold9862_2877982"
"4575" "L5" "SCFLD9862" 2877996 "Scaffold9862" "Scaffold9862_2877996"
"4576" "L5" "SCFLD9862" 2878058 "Scaffold9862" "Scaffold9862_2878058"
"4577" "L5" "SCFLD9862" 2931532 "Scaffold9862" "Scaffold9862_2931532"
"4578" "L5" "SCFLD9862" 2979869 "Scaffold9862" "Scaffold9862_2979869"
"4579" "L5" "SCFLD9862" 3025840 "Scaffold9862" "Scaffold9862_3025840"
"4580" "L5" "SCFLD9862" 3029934 "Scaffold9862" "Scaffold9862_3029934"
"4581" "L5" "SCFLD9862" 482823 "Scaffold9862" "Scaffold9862_482823"
"4582" "L5" "SCFLD9862" 682302 "Scaffold9862" "Scaffold9862_682302"
"4583" "L5" "SCFLD9862" 706217 "Scaffold9862" "Scaffold9862_706217"
"4584" "L5" "SCFLD9862" 79896 "Scaffold9862" "Scaffold9862_79896"
"4585" "L5" "SCFLD9862" 79933 "Scaffold9862" "Scaffold9862_79933"
"4586" "L5" "SCFLD9862" 982385 "Scaffold9862" "Scaffold9862_982385"
"4587" "L5" "SCFLD9862" 998371 "Scaffold9862" "Scaffold9862_998371"
"4588" "L5" "SCFLD9882" 1388207 "Scaffold9882" "Scaffold9882_1388207"
"4589" "L5" "SCFLD9882" 1408559 "Scaffold9882" "Scaffold9882_1408559"
"4590" "L5" "SCFLD9882" 1529298 "Scaffold9882" "Scaffold9882_1529298"
"4591" "L5" "SCFLD9882" 1709008 "Scaffold9882" "Scaffold9882_1709008"
"4592" "L5" "SCFLD9882" 1773544 "Scaffold9882" "Scaffold9882_1773544"
"4593" "L5" "SCFLD9882" 1827059 "Scaffold9882" "Scaffold9882_1827059"
"4594" "L5" "SCFLD9882" 1907078 "Scaffold9882" "Scaffold9882_1907078"
"4595" "L5" "SCFLD9882" 1969289 "Scaffold9882" "Scaffold9882_1969289"
"4596" "L5" "SCFLD9882" 2025639 "Scaffold9882" "Scaffold9882_2025639"
"4597" "L5" "SCFLD9882" 2313785 "Scaffold9882" "Scaffold9882_2313785"
"4598" "L5" "SCFLD9882" 450611 "Scaffold9882" "Scaffold9882_450611"
"4599" "L5" "SCFLD9882" 566776 "Scaffold9882" "Scaffold9882_566776"
"4600" "L5" "SCFLD9882" 584659 "Scaffold9882" "Scaffold9882_584659"
"4601" "L5" "SCFLD9882" 709495 "Scaffold9882" "Scaffold9882_709495"
"4602" "L5" "SCFLD9882" 717315 "Scaffold9882" "Scaffold9882_717315"
"4603" "L5" "SCFLD9882" 805565 "Scaffold9882" "Scaffold9882_805565"
"4604" "L5" "SCFLD9882" 989717 "Scaffold9882" "Scaffold9882_989717"
"4605" "L5" "SCFLD9914" 1007087 "Scaffold9914" "Scaffold9914_1007087"
"4606" "L5" "SCFLD9914" 1353236 "Scaffold9914" "Scaffold9914_1353236"
"4607" "L5" "SCFLD9914" 177795 "Scaffold9914" "Scaffold9914_177795"
"4608" "L5" "SCFLD9914" 1841384 "Scaffold9914" "Scaffold9914_1841384"
"4609" "L5" "SCFLD9914" 1980230 "Scaffold9914" "Scaffold9914_1980230"
"4610" "L5" "SCFLD9914" 2037191 "Scaffold9914" "Scaffold9914_2037191"
"4611" "L5" "SCFLD9914" 2052337 "Scaffold9914" "Scaffold9914_2052337"
"4612" "L5" "SCFLD9914" 2571 "Scaffold9914" "Scaffold9914_2571"
"4613" "L5" "SCFLD9914" 302771 "Scaffold9914" "Scaffold9914_302771"
"4614" "L5" "SCFLD9914" 498109 "Scaffold9914" "Scaffold9914_498109"
"4615" "L5" "SCFLD9914" 545929 "Scaffold9914" "Scaffold9914_545929"
"4616" "L5" "SCFLD9914" 668734 "Scaffold9914" "Scaffold9914_668734"
"4617" "L5" "SCFLD9914" 942885 "Scaffold9914" "Scaffold9914_942885"
"4618" "L5" "SCFLD9914" 946831 "Scaffold9914" "Scaffold9914_946831"
"4619" "L5" "SCFLD9914" 952993 "Scaffold9914" "Scaffold9914_952993"
"4620" "L5" "SCFLD9914" 978383 "Scaffold9914" "Scaffold9914_978383"
"4621" "L5" "SCFLD9959" 1065349 "Scaffold9959" "Scaffold9959_1065349"
"4622" "L5" "SCFLD9959" 108681 "Scaffold9959" "Scaffold9959_108681"
"4623" "L5" "SCFLD9959" 1163886 "Scaffold9959" "Scaffold9959_1163886"
"4624" "L5" "SCFLD9959" 1805501 "Scaffold9959" "Scaffold9959_1805501"
"4625" "L5" "SCFLD9959" 314382 "Scaffold9959" "Scaffold9959_314382"
"4626" "L5" "SCFLD9959" 376267 "Scaffold9959" "Scaffold9959_376267"
"4627" "L5" "SCFLD9959" 732482 "Scaffold9959" "Scaffold9959_732482"
"4628" "L5" "SCFLD9959" 75023 "Scaffold9959" "Scaffold9959_75023"
"4629" "L5" "SCFLD9959" 75035 "Scaffold9959" "Scaffold9959_75035"
"4630" "L5" "SCFLD9959" 75042 "Scaffold9959" "Scaffold9959_75042"
"4631" "L5" "SCFLD9959" 794048 "Scaffold9959" "Scaffold9959_794048"
"4632" "L5" "SCFLD9959" 981929 "Scaffold9959" "Scaffold9959_981929"
"4633" "L5" "SCFLD9967" 1029795 "Scaffold9967" "Scaffold9967_1029795"
"4634" "L5" "SCFLD9967" 1045696 "Scaffold9967" "Scaffold9967_1045696"
"4635" "L5" "SCFLD9967" 1078369 "Scaffold9967" "Scaffold9967_1078369"
"4636" "L5" "SCFLD9967" 1269086 "Scaffold9967" "Scaffold9967_1269086"
"4637" "L5" "SCFLD9967" 1304152 "Scaffold9967" "Scaffold9967_1304152"
"4638" "L5" "SCFLD9967" 1401618 "Scaffold9967" "Scaffold9967_1401618"
"4639" "L5" "SCFLD9967" 1401622 "Scaffold9967" "Scaffold9967_1401622"
"4640" "L5" "SCFLD9967" 1484014 "Scaffold9967" "Scaffold9967_1484014"
"4641" "L5" "SCFLD9967" 1499403 "Scaffold9967" "Scaffold9967_1499403"
"4642" "L5" "SCFLD9967" 1510534 "Scaffold9967" "Scaffold9967_1510534"
"4643" "L5" "SCFLD9967" 157028 "Scaffold9967" "Scaffold9967_157028"
"4644" "L5" "SCFLD9967" 246299 "Scaffold9967" "Scaffold9967_246299"
"4645" "L5" "SCFLD9967" 331500 "Scaffold9967" "Scaffold9967_331500"
"4646" "L5" "SCFLD9967" 952932 "Scaffold9967" "Scaffold9967_952932"
"4647" "L6" "SCFLD10008" 173719 "Scaffold10008" "Scaffold10008_173719"
"4648" "L6" "SCFLD10008" 611215 "Scaffold10008" "Scaffold10008_611215"
"4649" "L6" "SCFLD10008" 731982 "Scaffold10008" "Scaffold10008_731982"
"4650" "L6" "SCFLD10008" 821612 "Scaffold10008" "Scaffold10008_821612"
"4651" "L6" "SCFLD10008" 917778 "Scaffold10008" "Scaffold10008_917778"
"4652" "L6" "SCFLD10012" 1150143 "Scaffold10012" "Scaffold10012_1150143"
"4653" "L6" "SCFLD10012" 1224967 "Scaffold10012" "Scaffold10012_1224967"
"4654" "L6" "SCFLD10012" 1256522 "Scaffold10012" "Scaffold10012_1256522"
"4655" "L6" "SCFLD10012" 1416497 "Scaffold10012" "Scaffold10012_1416497"
"4656" "L6" "SCFLD10012" 483742 "Scaffold10012" "Scaffold10012_483742"
"4657" "L6" "SCFLD1107" 64947 "Scaffold1107" "Scaffold1107_64947"
"4658" "L6" "SCFLD1112" 5162 "Scaffold1112" "Scaffold1112_5162"
"4659" "L6" "SCFLD1192" 24333 "Scaffold1192" "Scaffold1192_24333"
"4660" "L6" "SCFLD1192" 46054 "Scaffold1192" "Scaffold1192_46054"
"4661" "L6" "SCFLD1192" 46108 "Scaffold1192" "Scaffold1192_46108"
"4662" "L6" "SCFLD1215" 28737 "Scaffold1215" "Scaffold1215_28737"
"4663" "L6" "SCFLD1247" 14480 "Scaffold1247" "Scaffold1247_14480"
"4664" "L6" "SCFLD1247" 38591 "Scaffold1247" "Scaffold1247_38591"
"4665" "L6" "SCFLD1247" 38614 "Scaffold1247" "Scaffold1247_38614"
"4666" "L6" "SCFLD1350" 6016 "Scaffold1350" "Scaffold1350_6016"
"4667" "L6" "SCFLD1440" 35776 "Scaffold1440" "Scaffold1440_35776"
"4668" "L6" "SCFLD151" 253761 "Scaffold151" "Scaffold151_253761"
"4669" "L6" "SCFLD151" 404488 "Scaffold151" "Scaffold151_404488"
"4670" "L6" "SCFLD151" 407671 "Scaffold151" "Scaffold151_407671"
"4671" "L6" "SCFLD159" 160765 "Scaffold159" "Scaffold159_160765"
"4672" "L6" "SCFLD159" 333243 "Scaffold159" "Scaffold159_333243"
"4673" "L6" "SCFLD159" 499652 "Scaffold159" "Scaffold159_499652"
"4674" "L6" "SCFLD159" 76111 "Scaffold159" "Scaffold159_76111"
"4675" "L6" "SCFLD159" 98825 "Scaffold159" "Scaffold159_98825"
"4676" "L6" "SCFLD161" 151257 "Scaffold161" "Scaffold161_151257"
"4677" "L6" "SCFLD161" 235464 "Scaffold161" "Scaffold161_235464"
"4678" "L6" "SCFLD161" 312315 "Scaffold161" "Scaffold161_312315"
"4679" "L6" "SCFLD1682" 19289 "Scaffold1682" "Scaffold1682_19289"
"4680" "L6" "SCFLD1755" 19119 "Scaffold1755" "Scaffold1755_19119"
"4681" "L6" "SCFLD1755" 19232 "Scaffold1755" "Scaffold1755_19232"
"4682" "L6" "SCFLD1755" 19275 "Scaffold1755" "Scaffold1755_19275"
"4683" "L6" "SCFLD1974" 10997 "Scaffold1974" "Scaffold1974_10997"
"4684" "L6" "SCFLD1994" 13255 "Scaffold1994" "Scaffold1994_13255"
"4685" "L6" "SCFLD211" 135717 "Scaffold211" "Scaffold211_135717"
"4686" "L6" "SCFLD211" 23477 "Scaffold211" "Scaffold211_23477"
"4687" "L6" "SCFLD211" 350054 "Scaffold211" "Scaffold211_350054"
"4688" "L6" "SCFLD211" 39689 "Scaffold211" "Scaffold211_39689"
"4689" "L6" "SCFLD2173" 4683 "Scaffold2173" "Scaffold2173_4683"
"4690" "L6" "SCFLD2173" 8242 "Scaffold2173" "Scaffold2173_8242"
"4691" "L6" "SCFLD233" 103064 "Scaffold233" "Scaffold233_103064"
"4692" "L6" "SCFLD2360" 9460 "Scaffold2360" "Scaffold2360_9460"
"4693" "L6" "SCFLD238" 206924 "Scaffold238" "Scaffold238_206924"
"4694" "L6" "SCFLD238" 25966 "Scaffold238" "Scaffold238_25966"
"4695" "L6" "SCFLD238" 25979 "Scaffold238" "Scaffold238_25979"
"4696" "L6" "SCFLD238" 317999 "Scaffold238" "Scaffold238_317999"
"4697" "L6" "SCFLD238" 367007 "Scaffold238" "Scaffold238_367007"
"4698" "L6" "SCFLD238" 426010 "Scaffold238" "Scaffold238_426010"
"4699" "L6" "SCFLD2473" 1219 "Scaffold2473" "Scaffold2473_1219"
"4700" "L6" "SCFLD2484" 1600 "Scaffold2484" "Scaffold2484_1600"
"4701" "L6" "SCFLD256" 276232 "Scaffold256" "Scaffold256_276232"
"4702" "L6" "SCFLD256" 346802 "Scaffold256" "Scaffold256_346802"
"4703" "L6" "SCFLD256" 355639 "Scaffold256" "Scaffold256_355639"
"4704" "L6" "SCFLD256" 415332 "Scaffold256" "Scaffold256_415332"
"4705" "L6" "SCFLD256" 435070 "Scaffold256" "Scaffold256_435070"
"4706" "L6" "SCFLD256" 439067 "Scaffold256" "Scaffold256_439067"
"4707" "L6" "SCFLD256" 439090 "Scaffold256" "Scaffold256_439090"
